Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade,Grade range
DHS,Office of Emergency Management and Homeland Security,DHS 48 Hazmat Permitting,F,86103,0,6836.38,18,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Operations and Training,M,151930,0,0,56,B
DHS,Office of Emergency Management and Homeland Security,DHS 48 Operations and Training,M,114233.44,283.48,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Operations and Training,M,116355.7648,0,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Operations and Training,F,130000,0,0,56,B
DHS,Office of Emergency Management and Homeland Security,DHS 48 Operations and Training,M,122842,0,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Operations and Training,F,101333,0,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,F,97428.145,702.63,0,23,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,M,118499,0,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,F,149063.72,0,0,56,B
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,M,115389.44,75.55,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,M,113715.93,0,0,26,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,M,87000,0,0,24,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,M,87000,0,0,24,A
DHS,Office of Emergency Management and Homeland Security,DHS 48 Policy and Planning,M,87000,0,0,24,A
DOT,Department of Transportation,DOT 49 Commuter Services,F,78937,0,1536.41,16,A
DOT,Department of Transportation,DOT 49 Commuter Services,F,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Commuter Services,M,107367,0,4997.57,23,A
DOT,Department of Transportation,DOT 49 Commuter Services,M,98228,0,1576.27,21,A
DOT,Department of Transportation,DOT 49 Commuter Services,M,98228,0,1576.27,21,A
DOT,Department of Transportation,DOT 49 Commuter Services,F,117424.0017,0,0,72,C
DOT,Department of Transportation,DOT 49 Commuter Services,F,87263.4997,0,0,21,A
DOT,Department of Transportation,DOT 49 Commuter Services,F,98228,0,0,68,C
DOT,Department of Transportation,DOT 49 Commuter Services,M,65438.654,24977.3,0,16,A
DOT,Department of Transportation,DOT 49 Commuter Services,M,62271,0,0,16,A
DOT,Department of Transportation,DOT 49 Commuter Services Trips,F,86103,0,0,18,A
DOT,Department of Transportation,DOT 49 Development Review,M,117424,0,0,25,A
DOT,Department of Transportation,DOT 49 Development Review,F,141738.5,0,0,56,B
DOT,Department of Transportation,DOT 49 Development Review,M,117424,0,0,25,A
DOT,Department of Transportation,DOT 49 Development Review,F,115357.1134,0,0,25,A
DOT,Department of Transportation,DOT 49 Director,M,244000,0,0,43,B
DOT,Department of Transportation,DOT 49 Director Management Services,F,107367,3988.92,4413.02,70,C
DOT,Department of Transportation,DOT 49 Director Management Services,M,134490,0,5647.8,75,C
DOT,Department of Transportation,DOT 49 Director Management Services,M,175773,0,0,55,B
DOT,Department of Transportation,DOT 49 Director Management Services,F,144723.57,0,0,56,B
DOT,Department of Transportation,DOT 49 Director Management Services,F,86103,0,4076.04,18,A
DOT,Department of Transportation,DOT 49 Director Management Services,M,117424,0,1614.57,72,C
DOT,Department of Transportation,DOT 49 Director Management Services,M,128521,0,0,74,C
DOT,Department of Transportation,DOT 49 Director Management Services,F,69342,0,0,13,A
DOT,Department of Transportation,DOT 49 Director Management Services,F,67445,0,0,64,C
DOT,Department of Transportation,DOT 49 Director Transportation Policy,M,194057,0,0,54,B
DOT,Department of Transportation,DOT 49 Director Transportation Policy,M,175773,0,0,55,B
DOT,Department of Transportation,DOT 49 Director Transportation Policy,M,168234,0,0,55,B
DOT,Department of Transportation,DOT 49 Director Transportation Policy,M,128521,0,0,74,C
DOT,Department of Transportation,DOT 49 Director Transportation Policy,F,94073.3807,0,0,70,C
DOT,Department of Transportation,DOT 49 Director Transportation Policy,F,84900,0,0,70,C
DOT,Department of Transportation,DOT 49 Director's Office,F,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Director's Office,F,175773,0,0,55,B
DOT,Department of Transportation,DOT 49 Director's Office,F,80000,0,0,65,C
DOT,Department of Transportation,DOT 49 Highway Administration,M,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Highway Administration,M,102682,17729.78,0,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,102682,3421.7,397.71,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,82798.2068,7687.03,0,19,A
DOT,Department of Transportation,DOT 49 Highway Administration,F,82436,10508.5,0,64,C
DOT,Department of Transportation,DOT 49 Highway Administration,M,89938,11100.28,3173.52,19,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,102682,4314.54,8175.57,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,102682,3120.68,0,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Highway Administration,M,102682,8249,1668.68,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,89938,0,0,19,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,94536.3729,2244.03,0,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,89422.0572,6060.55,0,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,103121.3027,0,0,72,C
DOT,Department of Transportation,DOT 49 Highway Administration,M,94537.1474,2866.21,0,22,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,107367,464.57,0,23,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,79728.3036,1779.46,0,19,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,23922.0994,0,0,5,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,62077.1818,3922.6,0,19,A
DOT,Department of Transportation,DOT 49 Highway Administration,M,92268.2865,0,0,72,C
DOT,Department of Transportation,DOT 49 Highway Administration,M,111089.654,0,0,25,A
DOT,Department of Transportation,DOT 49 Highway Services,F,75521,10834.76,3562.81,15,A
DOT,Department of Transportation,DOT 49 Highway Services,F,86103,10481.76,2631.35,18,A
DOT,Department of Transportation,DOT 49 Highway Services,M,102682,4875.28,8175.57,22,A
DOT,Department of Transportation,DOT 49 Highway Services,M,122842,0,5146.26,73,C
DOT,Department of Transportation,DOT 49 Highway Services,M,122842,49.39,5146.26,73,C
DOT,Department of Transportation,DOT 49 Highway Services,M,107367,8277.62,4570.14,70,C
DOT,Department of Transportation,DOT 49 Highway Services,F,69342,0,1278.19,13,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,7445.97,1228.89,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,9456.67,181.16,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,9213.25,5628.16,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,70897.222,22462.52,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,92894,0,0,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,107367,3065.93,0,70,C
DOT,Department of Transportation,DOT 49 Highway Services,M,82746.2481,13653.2,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,85786.54,26848.5,309.25,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,45139.5,5789.38,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,86103,18123.46,3665.64,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,73481.994,18575.26,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,23538.25,5633.67,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,5770.52,4001.61,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,86103,3729.24,3665.64,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,11461.44,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,79238.6081,27239.29,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,9194.4,6232.08,16,A
DOT,Department of Transportation,DOT 49 Highway Services,F,72463,16983.43,3420.79,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,98228,16728.09,3662.79,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,148706.98,0,0,56,B
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,22653.64,3420.79,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,175773,0,0,55,B
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,10157.86,2304.01,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,10154.99,5633.67,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,6633.5,2204.9,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,112267,29994.89,4790.87,71,C
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,11205.33,3732.57,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,71288,0,249.55,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,78937.0032,17027.52,1282.97,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,86103,0,821.76,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,27369.57,181.16,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,13762.37,2204.9,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,9460.17,3732.57,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,6685.2,2693.41,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,98228.0002,22098.43,1487.42,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,3985.06,905.8,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,93280,19323.72,0,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,9857.18,6256.7,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,14335.73,2408.01,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,12388.5,3140.2,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,12647.21,5789.38,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,112267,26451.91,216.72,71,C
DOT,Department of Transportation,DOT 49 Highway Services,M,86093.4985,16915.2,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,75521.0012,16527.16,2304.01,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,16930,6256.7,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,2897.04,3562.81,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,14002.77,6256.7,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,445.68,3420.79,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,82104.32,24869.41,0,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,98228,36776.15,1473.48,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,85323.3077,14857.61,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,86103,17031.81,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,67915.8389,9220.07,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,98228,26357.73,4186.89,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,98228,28441.09,4186.89,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,98228,31708.08,3244.41,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,0,3562.81,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,21884.3,3420.79,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,3472.46,3389.84,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,70292.8923,9128.37,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,63436.557,12577.84,0,12,A
DOT,Department of Transportation,DOT 49 Highway Services,M,86103,8142.34,3665.64,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,66673.7574,0,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,86103,24792.17,2181.68,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,78937,23470.37,6256.7,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,6940.2,5633.67,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,4252.19,2304.01,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,145429.99,0,0,56,B
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,14478.75,533.48,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,12382.92,3420.79,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,112267,39083.21,3707.99,71,C
DOT,Department of Transportation,DOT 49 Highway Services,M,57750,0,4617.44,9,A
DOT,Department of Transportation,DOT 49 Highway Services,F,72463,7284.65,4153.54,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68978.266,0,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521.0041,0,2304.01,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,10868.91,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,9806.03,5789.38,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,27440.35,4861.19,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,1055.36,1177.53,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,12907,4564.94,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,10900.48,1228.89,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,11384.89,755.24,15,A
DOT,Department of Transportation,DOT 49 Highway Services,F,72463,13504.51,2204.9,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,14081.98,5633.67,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,13394.97,3562.81,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72320.4104,20928.71,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72320.4126,6362.92,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,112267,39235.66,4790.87,71,C
DOT,Department of Transportation,DOT 49 Highway Services,M,72320.4104,10864.63,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,98803.537,51029.55,0,71,C
DOT,Department of Transportation,DOT 49 Highway Services,M,70292.8923,7022.1,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72463,13765.88,1120.94,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75521,11121.39,3562.81,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,71943.3904,17940.48,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,50820.2469,4615.43,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,F,44067.194,482.61,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,102682,11325.33,0,22,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68731.452,9441.7,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,60394.45,444.75,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,65792.0532,15427.4,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,798.23,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68978.2917,7264.48,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,76482.97,24470.33,0,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,83030.72,16004.31,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,63761.4193,9448.48,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68977.8515,7569.37,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,63761.4232,7191.05,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68978.281,40830.74,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,75327.6447,25239.68,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,65792.0532,10827.07,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,F,56284.8852,8947.22,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,72538.1614,14727.26,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,76048.67,27360.2,0,68,C
DOT,Department of Transportation,DOT 49 Highway Services,M,69704.2728,945.54,0,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,64810.1035,9434.36,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68826.4044,15251.36,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,60405.333,10397.45,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,64577.4379,20641.39,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,64809.4697,2170.82,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,62023.1185,11089.92,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,64348.9303,10416.22,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,57433.2938,9314.39,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,F,62617.87,10192.29,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,61192.7317,12392.41,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48540.85,10908.78,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,68215.301,10384.32,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,57780.7832,11414.99,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,57780.7832,9813.31,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,52771.3889,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,66100.4648,5419.74,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,60705.1037,8301.55,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,57416.0509,5617.26,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,63305.878,9973.27,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,60705.1,10616.57,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,107367,153.86,0,23,A
DOT,Department of Transportation,DOT 49 Highway Services,M,55692.0474,3174.25,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,55692.0474,6018.45,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,107367,0,0,23,A
DOT,Department of Transportation,DOT 49 Highway Services,M,63949.3072,12099.01,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,F,105379.3832,646.57,0,23,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48028.76,212.15,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,56740.5102,9116.18,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,56830.3766,7438.92,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,67884.0353,12321.99,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,54788.0857,4166.84,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,57154.3288,14472.74,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,57329.6228,8522.54,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,F,57538.3768,9942.22,0,64,C
DOT,Department of Transportation,DOT 49 Highway Services,M,53855.4844,1226.44,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,56285.4846,13233.32,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,F,57994.8423,7149.78,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,M,57538.3768,19898.91,0,65,C
DOT,Department of Transportation,DOT 49 Highway Services,F,53860.5423,13171.77,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,49214.398,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,52214.6486,8297.01,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,52214.6486,5547.83,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,52214.6486,10461.74,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,54650.1521,12738.94,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,F,101730.57,708.65,0,23,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,0,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,50001.554,10567.85,0,15,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48779.2524,8562.1,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,47499.47,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48172.3014,11532.98,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48172.3014,5249.02,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,47499.47,6753.79,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,F,48400.194,9448.76,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,47499.47,8880.29,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,47499.47,6281.94,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,F,90190.39,260.17,0,23,A
DOT,Department of Transportation,DOT 49 Highway Services,F,76924.654,3713.78,0,18,A
DOT,Department of Transportation,DOT 49 Highway Services,F,67619.654,450.74,0,16,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48540.85,9478.32,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48540.85,7481.98,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48540.85,5781.07,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,48540.85,7402.45,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,43735.994,1817.53,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,37924,68.38,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,11455.48,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,37924,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,4929.65,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,5324.9,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,5294.33,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,5419.6,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,6922.93,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,5405.89,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,3641.7,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,93900,0,0,72,C
DOT,Department of Transportation,DOT 49 Highway Services,M,56360,1633.97,0,13,A
DOT,Department of Transportation,DOT 49 Highway Services,F,60490,2247.01,0,13,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,3626.47,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,46910,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,46910,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,46910,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,0,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,42256,0,0,11,A
DOT,Department of Transportation,DOT 49 Highway Services,M,46910,0,0,14,A
DOT,Department of Transportation,DOT 49 Highway Services,M,46910,0,0,14,A
DOT,Department of Transportation,DOT 49 Parking Management,F,82436,0,0,64,C
DOT,Department of Transportation,DOT 49 Parking Management,M,175773,0,0,55,B
DOT,Department of Transportation,DOT 49 Parking Management Administration,M,97569.8,0,1353.88,21,A
DOT,Department of Transportation,DOT 49 Parking Management Administration,M,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Parking Management Administration,F,107367,0,4997.57,23,A
DOT,Department of Transportation,DOT 49 Parking Management Administration,M,109008.694,0,0,72,C
DOT,Department of Transportation,DOT 49 Parking Management Administration,M,102922.9031,0,0,23,A
DOT,Department of Transportation,DOT 49 Parking Management Administration,F,121134.9833,0,0,26,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,112267,11072.12,4790.87,71,C
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,134490,0,10746.99,28,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,119415.87,0,0,28,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,81497.7774,412.33,0,19,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,134490,0,2185.69,28,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,97791.1,423.18,1227.76,22,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,66562,0,4405.46,12,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,75521,0,3557.7,15,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,102682,516.71,3840.55,22,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,89938,381.56,4260.33,19,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,75521,53.53,0,15,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,66562,0,1916.42,12,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,61993.3484,285.14,0,12,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,67075.3516,866.09,0,15,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,84057.5229,6802.71,0,19,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,F,70245.93,298.54,0,19,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,70120.084,1139.56,0,15,A
DOT,Department of Transportation,DOT 49 Parking Management Engineering and Capital Project Management,M,63000.93,281.67,0,15,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,78937,0,2870.09,16,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,M,151930,0,0,56,B
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,79768.2912,0,0,21,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,M,140124.92,0,0,56,B
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,61000,0,0,16,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,85114.654,0,0,21,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,100000,0,0,23,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,109000,0,0,72,C
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,72000,0,0,16,A
DOT,Department of Transportation,DOT 49 Parking Management Financial Management,F,91490,0,0,23,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,117424,0,4913.3,72,C
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,F,117424,0,4913.3,72,C
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,75521,0,1228.89,62,C
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,F,63839,85.08,630.42,11,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,71288,0,1161.21,15,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,75521,0,1228.89,15,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,69707.9141,0,0,15,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,69342,0,5380.05,13,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,86103,0,1399.19,65,C
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,F,56193.9448,0,0,11,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,82390.4146,0,0,18,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,F,51182.3866,0,0,11,A
DOT,Department of Transportation,DOT 49 Parking Management Parking Operations,M,136794.41,0,0,56,B
